,OrderNo,OrderDate,Month,Year,CustomerID,Revenue,First Touch Channel
1774265,TC300048723858,2023-06-05,6,2023,d2ce4f66f7dfaa542264369c078e20d0,17499.0,
1075368,TC300040149546,2022-12-23,12,2022,faa0a70425f85917fa8b7ef58cbc4d3e,4999.0,Direct
1486997,300048004251,2023-05-21,5,2023,b4a1eb39bf2cda5406c4c5a42b73be9e,6029.0,Direct
389796,300024192133,2022-04-03,4,2022,892b4dfaf08da3c845ae629339b9f0c1,11989.0,Privilege
1754927,300048367808,2023-05-26,5,2023,f35316933ba715c5e5c2f73241b13c7e,14999.0,Paid Social
44048,300019505580,2021-10-09,10,2021,c361307f973f43acde4737f45f998e05,17098.2,
1588371,TC300046243539,2023-04-21,4,2023,24976e710e93d65618ff26a5b3d691e9,12249.0,Direct
1947947,TC300042273402,2023-02-13,2,2023,a14c5843ede4fa1e160ce2b63d3164e9,18999.0,TCP
1541864,300047899562,2023-05-20,5,2023,b389bed5c9f555646f1be24828fe4807,1539.0,Paid Search
1560301,300048375284,2023-05-27,5,2023,eea42e27585f122bf29ace071f99ced3,1795.5,Paid Search
45791,300021286078,2021-12-24,12,2021,00b5d61d6347c38eebad27113feb0ac2,6640.5,
1786836,TC300046560746,2023-04-27,4,2023,1a51e670e95ecf82f2de702eac9962d3,899.1,TCP
420597,TC300028312276,2022-06-19,6,2022,025e69704f3bcec88bf8e53bbe1ca34b,42490.0,TCP
1560689,TC300048487359,2023-05-27,5,2023,27d530a62b6a201684f9bad6ab125500,2725.6,TCP
2005526,300042426905,2023-02-03,2,2023,1ae4abf180af48b93b085c289d0e9842,130.0,Affiliate
253385,300017078122,2021-06-05,6,2021,0700d9632267482efbababa1f039b68e,71489.0,
63665,300019463039,2021-10-07,10,2021,f568b93b3af37526fd05e14574e8dd3a,8499.0,
736206,TC300033378042,2022-09-17,9,2022,b375515d7079f5ce97ef1219718ab8d2,11249.0,TCP
392411,300024358105,2022-04-02,4,2022,8acf3ea19252e7b51c8780621d41e04c,14399.1,Direct
1903871,300048584536,2023-05-29,5,2023,51e3391734bbc7ebb289bcdac6154fa9,1699.0,Direct
1033189,300038815821,2022-12-17,12,2022,d0a61acd24159c88dad8ba6bffa4f86e,799.0,Organic Search
79039,P1VQMBJ89S00,2021-10-27,10,2021,b026d749b395608078c94acedde87d0d,499.0,
866177,300025795404,2022-05-04,5,2022,7efb367c786b29e6ae6ece919c7ac202,3689.1,Paid Search
793527,TC300025725123,2022-05-02,5,2022,ea4ddc5e901c36ad7586457573e8dc93,19999.0,TCP
1242380,300039327709,2022-12-05,12,2022,74524f6b51ff213bd7f96411e5010898,998.0,
1689998,TC300047005072,2023-05-05,5,2023,8d89cd50adeec8eccda59a20a83fce95,11990.0,TCP
766823,TC300032507094,2022-09-03,9,2022,143a2558bc0616a98b2b3f2cb63a159b,31999.0,TCP
2047907,300043045279,2023-02-20,2,2023,c42ab427076cdcc6f0a84a94b92bf3fc,32790.0,Paid Search
638674,TC300030240744,2022-08-10,8,2022,6c8a364647f76571355a4a1d1694f6fa,71990.0,
820062,300038249511,2022-11-19,11,2022,42efd59ed020ff6a2c7d3526f3ecb4b7,1099.0,Paid Search
1618962,TC300047053903,2023-05-06,5,2023,0d573a2c864e997389a9e4b7acb6291e,27998.0,TCP
2096699,300044038186,2023-03-08,3,2023,b8f9aa89d970a7a4839916698de773f3,1.0,Organic Search
2027456,300043005036,2023-02-15,2,2023,bf3ed8f36124c846b1f1c4300d7eae3f,30.0,Affiliate
248386,300017068579,2021-06-04,6,2021,8aabcb3f9f40a439cc72b3ea13a4f161,11490.0,
1662964,TC300044141344,2023-03-11,3,2023,72989d433701e6a618e04dba89657c84,4500.0,TCP
1767144,300042126448,2023-01-27,1,2023,97fc1e01d0b6aa094a2c4b209889e327,664.05,
840711,TC300029508557,2022-07-11,7,2022,e5bc9fbe5ff927e282b3fc5f7ec5db96,1999.0,TCP
1229107,300032364402,2022-08-30,8,2022,48d2c870e2c10e26554ba19c40978bd7,1149.0,Organic Search
1060979,300028853884,2022-06-28,6,2022,d4cf1992053dc83a48a5b3242c32b540,1090.0,Paid Search
677716,300035225241,2022-10-04,10,2022,13bb8ca769c4e3659ca559ca5d7d6f61,829.0,
1706305,TC300046016169,2023-04-18,4,2023,73c9a0232edc8edd79677bbaf0f8845c,17999.0,Direct
155193,300018265730,2021-08-07,8,2021,0685a2260a36537943d401939b9ea753,37999.0,
817217,TC300032322323,2022-08-31,8,2022,c7817b4914792e7a360f3b5afcc26c67,759.05,TCP
1436781,300022376871,2022-02-03,2,2022,9aa087c0029b98a0d79f960159c87ffc,1449.0,Direct
939727,TC300029995211,2022-07-21,7,2022,1d99aa0c160b2de4fee949fce85ce93f,5098.0,Direct
808925,300033243941,2022-09-16,9,2022,675ae8326686950c49b5260356d59c94,4699.0,
457336,300027938010,2022-06-12,6,2022,20d107f0e1f6b61f51427f31c1d61103,9990.0,Direct
2083748,TC300041199642,2023-01-11,1,2023,0f62d8aa66919e401bf9a6e627788526,73990.0,
1342565,TC300023750886,2022-03-18,3,2022,4c5eb16eb2f3d5f9f19b54fee8867774,1099.0,
505619,300025323981,2022-04-24,4,2022,61beb6933c1cb41e447bb13f107aeaeb,686.09,Organic Search
472930,TC300027564374,2022-06-05,6,2022,680f1653d724d28d64acd865c10ded7c,3998.0,Direct
1672164,300045937792,2023-04-19,4,2023,abdcdad9410f767a77e1d35e45b9c255,11490.0,Organic Search
586888,300034611269,2022-09-28,9,2022,92d70764e04a443f1ae82674d8b58e65,23841.0,Paid Search
1499065,TC300049298750,2023-06-11,6,2023,346ec1243d9fa1156aeced04b78a3b94,1122.15,
471490,300027570359,2022-06-05,6,2022,03be2c93f7395312174ce73478173271,14999.0,Paid Search
1525895,300045460289,2023-04-14,4,2023,726879ff28aa79ffb53eb05f991d2582,4891.0,Paid Search
741676,TC300026250821,2022-05-13,5,2022,27db838b24d813e66d973efd0bf3b076,64990.0,TCP
543337,300035916495,2022-10-15,10,2022,839256b81e1511217fa122ecb1914e4f,39990.0,Affiliate
2029126,300044332840,2023-03-15,3,2023,78ed858cdc99c4f4b10896c67fd1f7fc,2299.0,Organic Search
235820,300018942017,2021-09-14,9,2021,370f9a878dfea487d37631c1c7900827,21509.23,
130883,300019301661,2021-10-20,10,2021,37ed8265d6695d8f6b5424d26a112135,2999.0,
914337,300035664764,2022-10-10,10,2022,e37dc76f386d81c30055dc1484936248,599.0,Paid Search
1636674,300048138190,2023-05-24,5,2023,335101b0bf1f3a31309027da033dc516,93595.0,Organic Search
794517,TC300025466995,2022-05-02,5,2022,fc11ea3837e5f50cf0ede04841340e1e,4499.1,
1893611,300049850558,2023-06-21,6,2023,956539f0315bf46e17beadf7410d2976,10490.0,
2040634,TC300042644731,2023-02-08,2,2023,117467cebe708685b01471762543e42a,1799.0,TCP
821883,TC300038276015,2022-11-19,11,2022,6b7b01b45cb621c03825d939cf987674,1349.0,TCP
489997,300028201320,2022-06-18,6,2022,7e730143ae493366e241a133ba3853a4,2339.1,Paid Search
1139575,TC300026580561,2022-05-18,5,2022,39f1980e77a45bf7b090d3e58f77a070,18999.0,
1788407,300046576691,2023-04-27,4,2023,43997e65c85ca5d0e45c4528700f544c,30.0,
1285896,300037931156,2022-11-14,11,2022,110dffcff70c209249ef156faa3a1c41,799.0,Paid Search
1463633,TC300046245936,2023-04-22,4,2023,5b7681c13babfb7a2f2de9fbcaa1f057,9249.0,TCP
1664085,300044156817,2023-03-11,3,2023,22b0aaf44cc0a728eb555082d71c0a11,3499.0,Direct
1104980,TC300026187675,2022-05-12,5,2022,31d3a9afdf3ed6fe45cac4ae7abf1756,999.0,TCP
126101,300019432600,2021-10-06,10,2021,a1450db9541a22ba0e2142b9298cfd30,15298.2,
1938211,TC300044114924,2023-03-10,3,2023,74e0834bbe42a577eb2937fe185c5ee5,18999.0,TCP
1273222,300022297451,2022-01-30,1,2022,5781fc64bb6fcec0af14d2315f591b0f,11009.0,Paid Search
758344,TC300031138527,2022-08-08,8,2022,91517de4dd4eb1fcb467e322f7ed5d5a,5124.6,
1303072,300033669101,2022-09-21,9,2022,d37637853db008b4f708e6884e278d9f,2199.0,
2089223,TC300042963016,2023-02-22,2,2023,28ebde43fb9950178d369593c223b962,499.0,
355217,300031465580,2022-08-13,8,2022,04a5716af6cfd44bd03d29b81fdd7f10,6430.0,Direct
1784918,TC300041315649,2023-02-11,2,2023,8477ae14fb567cfc240cb138919b6d67,2399.0,TCP
1031685,300039839439,2022-12-17,12,2022,70a27d84e2761d94f5a96e6a7f13f8f2,7677.0,Direct
402558,300029370967,2022-07-10,7,2022,174ff0ae0d46db0cd12fda8542c7a794,18999.0,Direct
74801,PM67UJ3FBC00,2021-12-29,12,2021,468b322396a29175621bd67055cae2dc,22490.0,
1266998,TC300032744114,2022-09-07,9,2022,61f1a087cef42c10dd557e596b339584,2299.0,
2041206,300042650934,2023-02-08,2,2023,fcc2f85fbe596895d501ffeb7108ee84,848.0,Paid Search
1786733,TC300046190516,2023-04-27,4,2023,61511ba49c4566f39cdb57530cddd1cb,8249.0,TCP
1104062,300026168613,2022-05-12,5,2022,209ef34865d0993d85f86faa7c77139e,47900.0,Paid Search
1321038,TC300037738564,2022-11-09,11,2022,6714eeec871c934391a4aed8e9ff7c6b,3350.0,TCP
16366,300020196433,2021-11-04,11,2021,3ae695ff838ce15747856ab396db8779,18.46,
1602569,TC300046712031,2023-04-29,4,2023,9309479f2b8510f3b578594b61486aa4,2748.0,TCP
1886426,TC300049868213,2023-06-22,6,2023,55ad60a38102184012b8c64e7b457c1a,19249.0,
35931,300020770989,2021-11-28,11,2021,451fa29ada8bedb6ad28e5a69cfd4a76,18048.1,
2042319,300042658032,2023-02-08,2,2023,a9479f2812582cfd2657bebf580ddbd0,899.1,Direct
1097087,TC300025155955,2022-04-21,4,2022,1e55f2aee71909a0716bbf87dd86637f,29409.0,
720000,300035180176,2022-10-03,10,2022,97951682191374c3b7873ba16d11b151,64990.0,Organic Search
1906196,300048632905,2023-05-29,5,2023,2fb9398ec764bc72f571ef3506d3bcea,299.0,Affiliate
383784,300038904517,2022-11-27,11,2022,f6892765c050c6d25fa80a443407d801,899.0,Direct
1330504,Q4KL3DAFC800,2022-02-12,2,2022,333978d03ddeed3ac351a5df284a0439,15809.0,
1752574,300048340115,2023-05-26,5,2023,9306147a79d34c4ebdd780ae811a8c3d,41752.0,Paid Search
1166182,300040035455,2022-12-21,12,2022,9a1fb9563bfb7683a4133eb955d4ec12,2931.7,Paid Search
1151301,300025370797,2022-04-25,4,2022,8f0043c2751e67f795cfef67b7739f40,1418.0,Direct
431433,300036915052,2022-10-25,10,2022,4280cfcb33dd51d092b9f188f2cc94f1,9790.0,Organic Search
1558057,TC300048367190,2023-05-27,5,2023,f9d0308a59b2988066002cab2ff50420,799.0,TCP
1023684,300028928060,2022-08-04,8,2022,7b406868149f31815df9fdf6dc35a0b8,512.14,
467997,TC300030141197,2022-07-23,7,2022,634986bab82090fa2570ff0dc644272b,9404.05,
885842,300029171037,2022-07-04,7,2022,8a0574a82166219e88317a953c049c4d,2342.7,Affiliate
800408,TC300029573456,2022-07-12,7,2022,5096a6f4e457fa3be8d5aa48c8abfd40,5499.0,TCP
749138,300039887521,2022-12-18,12,2022,292d9939c8d9486259721ebfbdaf1469,17091.45,Direct
215348,300018841599,2021-09-07,9,2021,9bacd8cd3ebb0422d383fc9148b7fa04,8990.0,
1245827,TC300038132170,2022-11-17,11,2022,8cc1041d01304e3d154411eb04bef998,18999.0,Internal
1234190,TC300037480863,2022-11-04,11,2022,447d9c1f1e1cb3bd065a74b6f1a80e44,21999.0,
1683673,TC300045836156,2023-04-17,4,2023,b37e207cc78b27ecd346e62c5fbb954c,8249.0,
161002,300017381424,2021-06-21,6,2021,5e8ce3245d9da6f0ae9b2f29c8cbaa6d,29900.0,
1143134,TC300027726615,2022-06-07,6,2022,60ddecb75861e94e28ea3d2a40f48c0c,152.0,TCP
680435,300026763408,2022-05-20,5,2022,340fbc1b05bf4851b31538cce1dd3352,1994.0,Paid Search
1664665,300044163494,2023-03-11,3,2023,5bcc4c109d2c02466f2717a6ce9f7d7a,4499.0,Organic Search
1855370,300049719865,2023-06-19,6,2023,94001b19c18c4233429499d1d490379f,799.0,
890825,300030286089,2022-07-25,7,2022,8a2718e39d1819a1540a688f2ffecf44,664.05,
1780000,300047633027,2023-05-16,5,2023,2fa36c8f1853ec6cd660197c9ed57dfe,13490.0,Paid Search
1318587,300023512562,2022-03-11,3,2022,2a2a0937c7f33b1e35f04f8049b5ebe0,640.0,Paid Search
1066748,300038187756,2022-11-18,11,2022,bae42a6a03756fec1bf3b5125ea84cd8,28999.0,Organic Search
1397480,300023276470,2022-03-03,3,2022,c9f15954f302b5102bb3d28118d0be57,18175.0,Paid Search
437474,TC300040294261,2022-12-25,12,2022,10cb72fd813be72a27f57287e2acbad5,38990.0,
1904662,TC300047664452,2023-05-29,5,2023,feb92cfff6104d453926e4afa5a78d55,358.0,Direct
193024,300019685859,2021-10-18,10,2021,96ddd3c7ac0a010cf02bbb19f5e2caba,2040.6,
1080058,TC300032075751,2022-08-23,8,2022,b59de619d3a29f80aec594057c11834a,20999.0,TCP
618975,300024067157,2022-03-27,3,2022,834c3c45721844516b39b73dced08620,3488.0,Affiliate
1445210,300021242583,2022-01-12,1,2022,d7959ef2045292fcb890e04458ac7800,15205.55,Direct
858246,300026477526,2022-05-16,5,2022,97b14df03a2cd5a059340e7360afcd98,160.0,Paid Social
1696491,TC300045000119,2023-04-13,4,2023,8f3ded54081b1e195205b5582f519e4d,1428.0,
1729011,300041933295,2023-01-25,1,2023,1cf33d4ccbcddea6f2f29e19bae26b48,20999.0,
1955012,300044626901,2023-03-21,3,2023,6f03df454c01b28bd1b1e328473720b7,1.0,Direct
508453,TC300026033469,2022-05-08,5,2022,65b764753d0bcb5c7d3003defff1b7cf,3499.0,
1032757,300039853771,2022-12-17,12,2022,34f97f000519b0e3334d95ff6e9eae0e,599.0,
718840,300035170476,2022-10-03,10,2022,c2690c7b95c409e27a6ed3d50dffe803,3899.0,
360229,TC300030989247,2022-08-07,8,2022,a8836e14e607519e81d6dca07e6fd156,12149.1,
1360433,300022059284,2022-01-23,1,2022,ac917cabda955ff3f8624950ca9fd24b,899.0,Paid Search
1575786,TC300049238921,2023-06-10,6,2023,5fd389df1016148687a51d37fda9d467,26990.0,
260701,300016938935,2021-05-29,5,2021,574d02da26cba750def1ae680451d161,36500.01,
259868,300016937381,2021-05-30,5,2021,b9652826b827d88b2e4aa0a0caf8f112,599.0,
1435712,300021455464,2022-01-03,1,2022,51a89d9c692d822de41ccf1c184c48e2,14440.0,Paid Search
2086957,300041456535,2023-01-18,1,2023,3189346da7e654d7fc9be073719e3065,1250.0,Paid Search
1807260,TC300043131792,2023-02-25,2,2023,765e628bf40b79ee9339d151bbcc5996,1295.0,TCP
209243,300017585944,2021-07-13,7,2021,e1cd30cc0ee988320b601503b481e726,4899.0,
844761,TC300035846686,2022-10-13,10,2022,0aac233e67021bdfb61a435e85c40fb7,1804.05,TCP
290610,TC300036696734,2022-10-23,10,2022,21206795f14ea74c2f78d8b0a9469296,9490.0,TCP
1164095,300039921656,2022-12-21,12,2022,fb3c79179be1c2fc3569700632bde4a0,1049.0,Paid Search
1599795,TC300048764454,2023-06-03,6,2023,46741b093bf47080d60942b7c78cf1b4,990.0,
526908,TC300033856558,2022-09-24,9,2022,1a74094344c70f6816089fecdf546920,4314.6,TCP
1217841,300023597460,2022-04-20,4,2022,4c09798817972a7c9a5bda491466f606,895.0,Direct
1346140,300022896665,2022-02-26,2,2022,79a23c386021bea220c057363c6cc333,17991.0,Organic Search
1252144,TC300039116292,2022-12-01,12,2022,aa93099b14f9f2e01ff6db965c5c4ade,2499.0,TCP
1645903,TC300046791354,2023-05-01,5,2023,159c26ca841212446c9247e2c88de6dc,1899.0,TCP
2076861,TC300042601912,2023-02-07,2,2023,b969805877123e44c2ec9efd028481ea,2969.1,TCP
994339,300037882798,2022-11-12,11,2022,76a42b3fdb42b51a5a93cad06563e0a3,30.0,Affiliate
157966,300017546456,2021-07-23,7,2021,967c2183592cc545d60069927e1b84bf,1149.0,
92493,300018709060,2021-10-02,10,2021,ef2090c73f91d7e242c99c36562d0c04,394.0,
1576063,TC300049167333,2023-06-10,6,2023,6450932c50cda7fd41f6f19c893ff67f,740.0,
722052,300027188100,2022-05-28,5,2022,687902e2d49a566d06f1559986a1c827,10999.0,Direct
822226,300038274932,2022-11-19,11,2022,0e259dd87cf1c93af1119b205f26517d,15826.65,Paid Search
1799612,TC300049940252,2023-06-23,6,2023,3aa6e13b8c4bf332ad8c430923749655,1799.0,
859500,300025802060,2022-05-16,5,2022,0199b2925d0ea3a4d126899dd32c45f8,9072.0,
443944,TC300026862487,2022-05-22,5,2022,c3868e0e3efff4b558cc2a54d0ba607e,4099.19,TCP
1436823,300022379695,2022-02-03,2,2022,12deadfc01e11938dfdb98bd5237dbe5,3999.0,Paid Search
2810,300020066452,2021-10-31,10,2021,26f7d88411dd4fa5ef5686f249b1e09c,2659.05,
1119741,TC300024128080,2022-03-30,3,2022,915bda2b599ad342c98c89d786eddcca,10999.0,Direct
531844,300033960708,2022-09-24,9,2022,df698bf0cb806c66ba870b2c1655e330,10499.0,
744940,300026103585,2022-05-13,5,2022,79848d5251bd5660d01f8812325c8475,1331.64,Paid Search
1049262,300027782649,2022-06-09,6,2022,2d2ae8effbdcaabc80ee5fcbfe2c0495,10740.0,Paid Search
575602,300023825804,2022-03-20,3,2022,ac4e73bef2a42861621501c452ed9201,9805.0,Paid Search
1075593,300040153117,2022-12-23,12,2022,8ce35052548a3eb525f9dbc1f410f8ce,949.0,
1153105,300025479655,2022-04-28,4,2022,91c4a7d81db0028a91eb704fa46c98b3,70400.0,Paid Search
375871,300037017176,2022-10-26,10,2022,efbc3ab41e85cfd5be492572fa137ed7,589.0,Direct
1350573,PT8G0D12540O,2022-01-20,1,2022,575c0973e565c8cd7899be476779ecf7,45790.0,
2080007,300041425315,2023-01-17,1,2023,a5528ec88b6653005defd82a97b43ac7,399.0,Direct
1995512,300043723756,2023-03-02,3,2023,86df013116428e7e1772b9d7286a2968,1589.0,Direct
928924,300033979641,2022-10-12,10,2022,1a7090d00c38dcd371b616557a8cdc57,1340.0,Paid Search
954768,TC300030671174,2022-08-02,8,2022,1276b340d1f8d5ab0db5d4ba8fa39964,33990.0,
393477,300024382574,2022-04-02,4,2022,283927a5c02298663e4bca872d749200,54420.42,Direct
2029810,300044315252,2023-03-15,3,2023,179e0423ef83b7a539aab2105554ca83,9999.0,Affiliate
909483,300029688015,2022-07-15,7,2022,3f87ec1acb7229d22b03b93e7850930e,2186.0,Paid Search
1666649,TC300043513013,2023-03-25,3,2023,ba9412b0cf90c724e31000b425b2c160,4800.0,
1740930,300045605461,2023-04-11,4,2023,c3e01f5c6c98d7ed6e65475d30845525,21999.0,Direct
14840,300020182750,2021-11-04,11,2021,40778bc49cf90f1bb4973d56b111d3e1,67500.0,
465171,300030142368,2022-07-23,7,2022,f11d48addf9f7dceae9e587a6c99f0bd,9404.05,
362290,300031062266,2022-08-07,8,2022,8a2e690d7b2049cc52025474786913f7,999.0,
808545,300033294400,2022-09-16,9,2022,16835ca9fbe1b5494995bf232c1b58a4,4941.0,Paid Search
1439385,300021773174,2022-01-13,1,2022,3096cd7acc4084b6ed75259e056adb18,14295.0,Organic Search
197204,300017166262,2021-06-11,6,2021,c4b483bcea165995477dedebbf67aef2,2399.0,
394457,300024079288,2022-04-02,4,2022,a8219ee5ab7518dfdf2317443f149d6d,31990.0,Paid Search
1264366,TC300024751291,2022-04-11,4,2022,3a61ac7e72b3d22b1a2673a5ee60d333,23999.0,
1217720,QQ86T2VEHC00,2022-04-20,4,2022,1fe3593f4261ea7489274103de9a0fd2,19999.0,
1559902,300048476828,2023-05-27,5,2023,befc14c25a0ddd425b91b74162c517b6,24999.0,Organic Search
138394,300017575568,2021-07-08,7,2021,b4e6a7797f8925b64e1e8aa0514799aa,5499.0,
245381,300017138839,2021-06-09,6,2021,62480de02075eab3f5182630b49b83e5,1999.0,
345927,TC300036419886,2022-10-20,10,2022,b52978853d55bb267c73b523fea42f1f,15490.0,TCP
776437,TC300030394228,2022-08-19,8,2022,6acc2822f8f0b0d23af58f40505e1eb7,2299.0,TCP
270608,300016506296,2021-05-06,5,2021,3a7271f7bc00b21ccde5425c9a719265,1590.0,
2067792,300044970381,2023-03-28,3,2023,e0a4cdb50266e8de15d1097bca708d7a,1999.0,Organic Search
869215,TC300030010502,2022-07-22,7,2022,0a3c495cab6a3c9e3ddb22f9a097feaa,19499.0,
666883,TC300034761906,2022-09-29,9,2022,0e428ccd26a68febe0cf01224eae5f04,3274.9,TCP
2011601,300042264137,2023-01-30,1,2023,0108b0f84ad2e3405b548ad07101dc58,18490.0,Paid Search
1449146,300021719570,2022-01-11,1,2022,3fb1105ebf1f76c826a5f2602586daaf,1898.1,Paid Search
1272714,300024488912,2022-04-04,4,2022,d9c2680f4c82b852113de1f293e05b56,599.0,Paid Search
1597431,300042248628,2023-01-29,1,2023,1dacfc6691cd101417bbd3f64ec843a1,109.0,Paid Search
1472694,300045342949,2023-04-16,4,2023,200a91077cb66f1d907c410bafa090ef,669.0,Organic Search
1639983,TC300045446693,2023-04-08,4,2023,4b71a87bb708bf6968b65adb5131cb71,3990.0,TCP
1141886,300027706603,2022-06-07,6,2022,8972233e11095c391f621cdd167fd1c8,699.0,Organic Social
94306,300019545666,2021-10-16,10,2021,d4afce254508200e17e1f97b2e9057c2,11390.5,
1080418,TC300032060039,2022-08-23,8,2022,bdb8f61690c309a182d4d39451d25192,18999.0,
165473,PDS7DEAK1C00,2021-12-03,12,2021,96a3f8e3147ab021da08e323af5a5dee,74999.0,
159540,300019851324,2021-10-25,10,2021,69da7dbfa58a4a21ca42d3e2a6010b2d,398.0,
917524,300028958538,2022-06-30,6,2022,d6a119060ce916139d8f863872459b9b,15490.0,Organic Search
1019108,300038301711,2022-11-24,11,2022,4da315ca6f9da71a45b7f226f289c8bd,11999.0,
615724,300038740388,2022-11-25,11,2022,727d7a82393fd0102d7f3c8cf39f3e4d,360.0,Organic Search
1105994,300023542230,2022-03-12,3,2022,6da834d835364b6d895861b9c71f181c,1900.0,Paid Search
787802,300037905717,2022-11-13,11,2022,34538418f92140c6e55dc7ba123db950,2799.0,Paid Search
98193,PLUKUFVFBC00,2021-12-28,12,2021,0dce90223fa53c81ccb5548d7cb45fc4,22499.0,
16982,300020210536,2021-11-04,11,2021,dc262fcaa1b216f3f62d3cabf25df261,57.0,
1359659,PU93LNNQOO01,2022-01-23,1,2022,ad27c0953393831220624d34bddccc28,799.0,
1692482,TC300047035407,2023-05-05,5,2023,d3a7d67d8268f540142d5905bbb7babe,699.0,
821065,TC300037676273,2022-11-19,11,2022,7109c9cde0b5fda89d0436287f38905b,79900.0,TCP
1776460,300048974649,2023-06-05,6,2023,2fd518eeb4b7bb5bd6d1e6211da78876,249.0,
933083,300026537134,2022-06-02,6,2022,fdb8e432eef70b32ad36f483119e1748,47499.0,
692811,TC300027425622,2022-06-17,6,2022,32ad958a4329560a0b1827e1db7334d1,13949.1,TCP
1657695,TC300047766888,2023-05-19,5,2023,47121a9f9384412506be35d01243be05,849.0,TCP
2083136,300041189950,2023-01-11,1,2023,6896db8b6b4a541266c110e93f114c5e,10490.0,Paid Search
542219,TC300025781212,2022-05-29,5,2022,3c5aaed1ebf26d9340f39e57e0b3dabd,11999.0,
1250537,300022912861,2022-02-20,2,2022,08e7255fdb350fcfd0c14433aa003a0e,499.0,Paid Search
2041226,300042650267,2023-02-08,2,2023,6607dff5c10b52c34aa1b371ac9d6eb2,529.0,Organic Search
1364222,300023304886,2022-03-04,3,2022,41813ff9432ff63ed151e6039dd41435,34674.05,Paid Search
200698,300018029801,2021-07-25,7,2021,7546eef367f431009b8ccdfd731a6525,20999.0,
1240403,300037693307,2022-11-08,11,2022,6d39b51d68cbfe48d0fc62186b2fc246,3689.1,
1017808,300040498266,2022-12-28,12,2022,550a6d6f12b5ca2eae152fac6943d523,25490.0,Organic Search
1785861,300042808996,2023-02-11,2,2023,94247c90889d5a59a66389ba5dac209f,1.0,Direct
1031798,TC300039839191,2022-12-17,12,2022,1258f92bb8f3e7d55fe574e0baba6537,2399.0,
2078401,300041440414,2023-02-07,2,2023,c9a62d2e40a5f46e197ff446a6f17ab7,999.0,Paid Search
613656,300038705009,2022-11-25,11,2022,1adf124ebd025225c3d932f5b0fb7638,1080.0,Organic Search
1007266,300030277735,2022-09-15,9,2022,ce142dc88c63b68579664e297cb11a91,8997.0,Organic Search
1144106,TC300026131826,2022-05-10,5,2022,c59b8e7ae2d508043d5f67f4d173cf79,49990.0,
1975924,300044418297,2023-03-17,3,2023,341a417b580817b4234a8b5c321833c1,12999.0,Paid Search
2009339,TC300040968916,2023-01-06,1,2023,973e82c4df1cbe58040a0e2fe0d049a3,3279.0,TCP
1816673,TC300046308777,2023-04-24,4,2023,b4dc972e726e5b909015f05ebfd196e3,21989.0,
1596535,TC300040318517,2023-01-29,1,2023,5a8e5763e78f1eca3239ec18ec186860,1645.0,TCP
839955,TC300028742780,2022-07-11,7,2022,b79bc7fd22a8303b37f64caa19dfe160,48990.0,TCP
345628,TC300036449509,2022-10-20,10,2022,f5a45d845f5a73577232f3ac092d6f9e,9490.0,TCP
1018263,300040505826,2022-12-28,12,2022,dcd534394fdf5dfaf5179f469664834b,7990.0,Organic Search
42033,300020282114,2021-11-07,11,2021,a0c43b322071a74a6040705e14b82ca5,189.05,
955554,300030683516,2022-08-02,8,2022,55afba6de2060dd77af9787461c7138d,15490.0,
2002781,TC300044874137,2023-03-29,3,2023,5eac64a9fb2d73aed9e2cde2d345de43,67990.0,TCP
1330609,300022615320,2022-02-12,2,2022,1d24a7f8b9db467c6a7d33ff69024e65,12461.73,Organic Search
1689538,TC300046990640,2023-05-05,5,2023,01d8675fb1cacda3759b0b103c3b244c,18499.0,Direct
417217,TC300028144881,2022-06-19,6,2022,578207dade972470bd067240da8f28bb,9879.0,TCP
736975,TC300033409738,2022-09-17,9,2022,6f608e4d486ff7c11899673e501a7532,32999.0,TCP
1038452,TC300030411556,2022-07-28,7,2022,2dedc40347fe59cd07f603df51c70373,19499.0,
493437,300034940240,2022-10-01,10,2022,a3857895593a1dcddd09c870a2976314,23399.1,Direct
717941,TC300034042802,2022-10-03,10,2022,f344736f4ec6a5a897b38ff03171f7eb,64990.0,TCP
272598,300016587140,2021-05-11,5,2021,b075c923c5008f778c4a7c0c99e2febe,16990.0,
147484,TC300020841211,2021-12-09,12,2021,4d294afc412b16a9f2a176f2811edd4b,599.0,
285840,300031686351,2022-08-15,8,2022,09a63171e4c8c2b8fb79c2bdb08d6133,7001.0,Affiliate
115099,300017730800,2021-07-09,7,2021,f5f2ad7c798a0b71b84ff6693ffe38d6,1999.0,
1816776,TC300046356961,2023-04-24,4,2023,690e451aebe064e97c96ff0d41a083c1,28900.0,TCP
1817527,TC300046423905,2023-04-24,4,2023,a03ec1f7fd97a993e6e2cd66ceff3b05,1099.0,TCP
962670,TC300028448058,2022-06-21,6,2022,0c18fa091ba0888377668dff519c7e33,59960.0,
1738007,300045577526,2023-04-11,4,2023,4135b924cb426b4c6fd6450d7410e7d4,299.0,Organic Search
76828,300019941340,2021-10-28,10,2021,ae6273bd8067849a1c13c6ae13615021,23497.0,
1420116,PRS1909U9S01,2022-01-16,1,2022,7eb33337503bbb064f4a21e2f09f49e0,9499.0,
1600314,TC300048887942,2023-06-03,6,2023,652351df230e773466e2a8084b8ca471,4598.0,
